emoji	keywords
🚵	bicycle, bicyclist, bike, biking, cycle, cyclist, mountain, person, riding, sport, ஆண், ஓட்டுதல், ஓட்டுபவர், சவாரி, சாகசம், சைக்கிளிஸ்ட், சைக்கிள், மலை, மலைப்பாதை, மலைப்பாதையில், விளையாட்டு
🚵‍♀️	bicycle, bicyclist, bike, biking, cycle, cyclist, mountain, riding, sport, woman, ஓட்டுதல், ஓட்டும், சாகசம், சைக்கிள், நபர், பாதை, பெண், மலை, மலைப், மலைப்பாதை, மலைப்பாதையில், விளையாட்டு
🚵‍♂️	bicycle, bicyclist, bike, biking, cycle, cyclist, man, mountain, riding, sport, ஆண், ஓட்டுதல், ஓட்டும், சைக்கிள், பாதை, மலைப், மலைப்பாதையில்
🚶	amble, gait, hike, man, pace, pedestrian, person, stride, stroll, walk, walking, ஆண், செல்பவர், நடத்தல், நடந்து, நடப்பவர், நடை, நபர், பயணம், பாதசாரி
🚶‍♀️	amble, gait, hike, man, pace, pedestrian, stride, stroll, walk, walking, woman, உலா, செல்லும், நடத்தல், நடந்து, நடப்பவர், நடை, நபர், பயணம், பாதசாரி, பெண்
🚶‍♀️‍➡️	amble, facing, gait, hike, man, pace, pedestrian, right, stride, stroll, walk, walking, woman
🚶‍♂️	amble, gait, hike, man, pace, pedestrian, stride, stroll, walk, walking, ஆண், செல்லும், நடந்து, நடப்பவர், நடை, பயணம்
🚶‍♂️‍➡️	amble, facing, gait, hike, man, pace, pedestrian, right, stride, stroll, walk, walking
🚶‍➡️	amble, facing, gait, hike, man, pace, pedestrian, person, right, stride, stroll, walk, walking
🚽	bathroom, toilet, கழிப்பறை, கழிவறை, டாய்லட், டாய்லெட், பாத்ரூம், ரூம், ரெஸ்ட்
🚿	shower, water, குளி, குளியல், தண்ணீர், பாத், புத்துணர்ச்சி, ஷவர்
🛀	bath, bathtub, person, taking, tub, குளியல், தொட்டி, நபர்
🛁	bath, bathtub, குளி, குளியலறை, குளியல், சொகுசு, தொட்டி, நுரை, பபுள், பொருள்
🛌	bed, bedtime, good, goodnight, hotel, in, nap, night, person, sleep, tired, zzz, இனிய, இரவு, உறக்கம், உறங்கும், சோர்வு, தூக்கம், நேரம், படுக்கையில், படுத்திருப்பவர், விடுதி, ஹோட்டல்
🛑	octagonal, stop, எண்கோணம், எண்முகம், நிறுத்தம், நிறுத்து, நில்
🛒	cart, shopping, trolley, கார்ட், கூடை, சக்கர, டிராலி, பொருள், வண்டி, ஷாப்பிங்
🛕	hindu, temple, ஆன்மீகம், ஆலயம், இந்து, கோபுரம், கோயில், கோவில், தெய்வீகம், பிரார்த்தனை, வழிபாடு
🛖	home, house, hut, roundhouse, shelter, yurt, குடிசை, குடியிருப்பு, கூடாரம், கூரை, யர்ட், ரவுண்ட்ஹவுஸ், வசிப்பிடம், வீடு
🛗	accessibility, elevator, hoist, lift, அணுகல்தன்மை, எலவேட்டர், எலிவேட்டர், ஏற்றுதல், மின்தூக்கி, லிஃப்ட்
🛝	amusement, park, play, playground, playing, slide, sliding, theme, சறுக்கு, சறுக்குதல், பார்க், பூங்கா, பொழுதுபோக்கு, மைதானம், விளையாட்டு
🛞	car, circle, tire, turn, vehicle, wheel, கார், சக்கரம், டயர், திருப்புதல், வட்டம், வாகனம்
🛟	buoy, float, life, lifesaver, preserver, rescue, ring, safety, save, saver, swim, உயிர், உயிர்காப்பான், காப்பான், காப்பாற்று, நீச்சல், பாதுகாப்பு, மிதவை, மீட்பு, வட்ட
🛫	aeroplane, airplane, check, departure, departures, in, plane, ஆஃப், இன், செக், டேக், பறத்தல், பிளைட், புறப்படுதல், புறப்பாடு, விமானம்
🛬	aeroplane, airplane, arrival, arrivals, arriving, landing, plane, தரையிறங்குதல், பிளைட், லேண்டிங், வருகை, விமான, விமானம்
🛴	kick, scooter, கிக், ஸ்கூட்டர்
🛵	motor, scooter, இருசக்கர, பஜாஜ், பியாஜியோ, மோட்டார், வாகனம், வெஸ்பா, ஸ்கூட்டர்
🛶	boat, canoe, ஓடம், துடுப்பு, படகு
🛷	luge, sled, sledge, sleigh, snow, toboggan, கிறிஸ்துமஸ், சான்டாகிளாஸ், பனி, பனிச்சறுக்கு, வண்டி, வாகனம், ஸ்லெட்ஜ், ஸ்லேய்
🛸	alien, aliens, extra, flying, saucer, terrestrial, ufo, எஃப், ஏலியன், தட்டு, பறக்கும், மனிதர்கள், யுஎஃப்ஓ, யூ, விண்வெளி, வேற்றுகிரக
🛹	board, skate, skateboard, skater, wheel, wheels, சறுக்கல், சறுக்கு, போர்டு, ஸ்கேட், ஸ்கேட்டர், ஸ்கேட்டிங், ஸ்கேட்போர்டு
🛺	auto, rickshaw, tuk, ஆட்டோ, சக்கர, மஞ்சள், மூன்று, ரிக், வாகனம், ஷா
🛻	automobile, car, flatbed, pick, pickup, transportation, truck, up, ஆட்டோமொபைல், டிரக், பிக்அப், பிக்கப், போக்குவரத்து, லாரி, வாகனம்
🛼	blade, blades, roller, skate, skates, sport, ரோலர், விளையாட்டு, ஷூ, ஸ்கேட், ஸ்கேட்டிங்
🛘	avalanche, danger, disaster, earthquake, landslide, mountain, mudslide, rock, rocks, ஆபத்து, சரிவு, நிலநடுக்கம், பனிப்பாறைச், பாறைகள், பேரிடர், மண், மலை, மலைச்
🪊	bras, brass, instrument, jazz, music, sad, slide, trombone, இசை, இசைக்கருவி, ஜாஸ், தாமிரம்
🪎	chest, gem, gold, jewel, jewels, loot, money, prize, silver, treasure, valuable, valuables, wealth, கொள்ளை, செல்வம், தங்கம், நகைகள், பணம், பரிசு, மதிப்புமிக்கவை, ரத்தினம், வெள்ளி
